,Year,Month,temp,Nombre,population,co2_including_luc,cumulative_co2_including_luc
193,1999,3.0,0.32,23.0,6067758592.0,30221.426,1653465.375
194,2000,3.0,0.55,17.0,6148898816.0,30569.545,1684035.0
195,2001,3.0,0.55,20.0,6230747136.0,30407.066,1714442.0
196,2002,3.0,0.88,35.0,6312407552.0,31458.27,1745900.25
197,2003,3.0,0.59,21.0,6393898496.0,33304.418,1779204.625
198,2004,3.0,0.63,24.0,6475751424.0,33998.957,1813203.625
199,2005,3.0,0.74,28.0,6558176256.0,34331.27,1847534.75
200,2006,3.0,0.63,28.0,6641416192.0,35666.414,1883201.375
201,2007,3.0,0.72,20.0,6725948416.0,35943.77,1919145.125
202,2008,3.0,0.74,18.0,6811597312.0,36728.855,1955874.0
203,2009,3.0,0.53,13.0,6898306048.0,36597.754,1992471.625
204,2010,3.0,0.92,31.0,6985603072.0,38202.047,2030673.75
205,2011,3.0,0.65,25.0,7073125376.0,39451.125,2070124.875
206,2012,3.0,0.57,17.0,7161697792.0,39833.223,2109958.0
207,2013,3.0,0.67,19.0,7250593280.0,39947.32,2149905.25
208,2014,3.0,0.78,18.0,7339013632.0,40495.234,2190400.75
209,2015,3.0,0.96,36.0,7426597376.0,40944.281,2231344.75
210,2016,3.0,1.35,16.0,7513474048.0,40052.039,2271397.0
211,2017,3.0,1.16,21.0,7599822336.0,40428.684,2311825.75
212,2018,3.0,0.88,22.0,7683789824.0,41007.867,2352833.5
213,2019,3.0,1.17,28.0,7764951040.0,41639.84,2394473.25
214,2020,3.0,1.17,28.0,7840952832.0,39321.844,2433795.25
215,2021,3.0,0.88,29.0,7909295104.0,41062.895,2474858.0
216,1950,4.0,-0.21,1.0,2499322112.0,11428.435,607670.188
217,1951,4.0,-0.14,1.0,2543130368.0,11978.877,619649.062
218,1952,4.0,0.03,0.0,2590270976.0,12190.116,631839.125
219,1953,4.0,0.19,1.0,2640278784.0,12479.874,644319.0
220,1954,4.0,-0.14,2.0,2691979264.0,12793.677,657112.688
221,1955,4.0,-0.22,5.0,2746072064.0,13628.81,670741.5
222,1956,4.0,-0.28,3.0,2801002752.0,14315.245,685056.812
223,1957,4.0,0.0,1.0,2857866752.0,14768.167,699824.938
224,1958,4.0,0.01,0.0,2916108032.0,15192.604,715017.562
225,1959,4.0,0.16,1.0,2970292224.0,15960.473,730978.0
226,1960,4.0,-0.15,2.0,3019233536.0,15955.755,746933.75
227,1961,4.0,0.13,1.0,3068370688.0,15524.516,762458.25
228,1962,4.0,0.05,0.0,3126686720.0,15643.748,778102.062
229,1963,4.0,-0.07,3.0,3195779328.0,15924.23,794026.25
230,1964,4.0,-0.32,3.0,3267212288.0,16305.338,810331.625
231,1965,4.0,-0.19,5.0,3337112064.0,16384.297,826715.875
232,1966,4.0,-0.13,3.0,3406416896.0,16714.65,843430.562
233,1967,4.0,-0.05,4.0,3475448064.0,17168.934,860599.5
234,1968,4.0,-0.06,5.0,3546810880.0,17888.312,878487.812
235,1969,4.0,0.17,4.0,3620655360.0,18433.381,896921.188
236,1970,4.0,0.05,8.0,3695390208.0,19497.402,916418.562
237,1971,4.0,-0.07,2.0,3770163200.0,20091.359,936509.875
238,1972,4.0,0.0,3.0,3844800768.0,20819.232,957329.188
239,1973,4.0,0.27,10.0,3920251392.0,21533.803,978862.938
240,1974,4.0,-0.11,4.0,3995516928.0,21338.432,1000201.375
241,1975,4.0,0.04,8.0,4069437184.0,21424.682,1021626.062
242,1976,4.0,-0.07,5.0,4142505728.0,22296.721,1043922.812
243,1977,4.0,0.26,9.0,4215772416.0,22910.027,1066832.875
244,1978,4.0,0.17,9.0,4289657600.0,23300.564,1090133.375
245,1979,4.0,0.15,9.0,4365582848.0,23677.932,1113811.375
246,1980,4.0,0.3,3.0,4444007936.0,23585.891,1137397.25
247,1981,4.0,0.32,10.0,4524627456.0,23427.91,1160825.125
248,1982,4.0,0.15,11.0,4607984640.0,23293.379,1184118.5
249,1983,4.0,0.27,19.0,4691884032.0,23811.387,1207929.875
250,1984,4.0,0.06,9.0,4775836160.0,24970.838,1232900.75
251,1985,4.0,0.12,8.0,4861730816.0,25405.865,1258306.5
252,1986,4.0,0.22,13.0,4950063104.0,25744.014,1284050.625
253,1987,4.0,0.24,9.0,5040984576.0,26386.771,1310437.375
254,1988,4.0,0.43,8.0,5132294144.0,27166.314,1337603.625
255,1989,4.0,0.29,20.0,5223704064.0,27279.248,1364882.875
256,1990,4.0,0.56,20.0,5316175872.0,27634.754,1392517.75
257,1991,4.0,0.51,22.0,5406245888.0,28002.021,1420519.625
258,1992,4.0,0.27,22.0,5492686336.0,27470.73,1447990.375
259,1993,4.0,0.28,15.0,5577433600.0,27689.318,1475679.75
260,1994,4.0,0.41,14.0,5660727808.0,28265.32,1503945.0
261,1995,4.0,0.46,15.0,5743219712.0,28746.965,1532692.0
262,1996,4.0,0.33,13.0,5825145344.0,29444.461,1562136.5
263,1997,4.0,0.33,20.0,5906481152.0,31407.445,1593544.0
264,1998,4.0,0.63,25.0,5987312640.0,29699.977,1623243.875
265,1999,4.0,0.32,31.0,6067758592.0,30221.426,1653465.375
266,2000,4.0,0.57,20.0,6148898816.0,30569.545,1684035.0
267,2001,4.0,0.5,22.0,6230747136.0,30407.066,1714442.0
268,2002,4.0,0.58,35.0,6312407552.0,31458.27,1745900.25
269,2003,4.0,0.55,28.0,6393898496.0,33304.418,1779204.625
270,2004,4.0,0.61,20.0,6475751424.0,33998.957,1813203.625
271,2005,4.0,0.67,23.0,6558176256.0,34331.27,1847534.75
272,2006,4.0,0.46,40.0,6641416192.0,35666.414,1883201.375
273,2007,4.0,0.76,21.0,6725948416.0,35943.77,1919145.125
274,2008,4.0,0.53,14.0,6811597312.0,36728.855,1955874.0
275,2009,4.0,0.61,20.0,6898306048.0,36597.754,1992471.625
276,2010,4.0,0.84,18.0,6985603072.0,38202.047,2030673.75
277,2011,4.0,0.65,21.0,7073125376.0,39451.125,2070124.875
278,2012,4.0,0.72,27.0,7161697792.0,39833.223,2109958.0
279,2013,4.0,0.53,21.0,7250593280.0,39947.32,2149905.25
280,2014,4.0,0.79,24.0,7339013632.0,40495.234,2190400.75
281,2015,4.0,0.76,37.0,7426597376.0,40944.281,2231344.75
282,2016,4.0,1.1,37.0,7513474048.0,40052.039,2271397.0
283,2017,4.0,0.94,23.0,7599822336.0,40428.684,2311825.75
284,2018,4.0,0.88,18.0,7683789824.0,41007.867,2352833.5
285,2019,4.0,1.01,26.0,7764951040.0,41639.84,2394473.25
286,2020,4.0,1.13,33.0,7840952832.0,39321.844,2433795.25
287,2021,4.0,0.75,39.0,7909295104.0,41062.895,2474858.0
288,1950,5.0,-0.11,2.0,2499322112.0,11428.435,607670.188
289,1951,5.0,0.0,2.0,2543130368.0,11978.877,619649.062
290,1952,5.0,-0.03,0.0,2590270976.0,12190.116,631839.125
291,1953,5.0,0.11,2.0,2640278784.0,12479.874,644319.0
292,1954,5.0,-0.2,1.0,2691979264.0,12793.677,657112.688
293,1955,5.0,-0.2,1.0,2746072064.0,13628.81,670741.5
294,1956,5.0,-0.29,2.0,2801002752.0,14315.245,685056.812
295,1957,5.0,0.09,2.0,2857866752.0,14768.167,699824.938
296,1958,5.0,0.06,2.0,2916108032.0,15192.604,715017.562
297,1959,5.0,0.04,1.0,2970292224.0,15960.473,730978.0
298,1960,5.0,-0.08,6.0,3019233536.0,15955.755,746933.75
299,1961,5.0,0.12,2.0,3068370688.0,15524.516,762458.25
300,1962,5.0,-0.06,2.0,3126686720.0,15643.748,778102.062
301,1963,5.0,-0.06,3.0,3195779328.0,15924.23,794026.25
302,1964,5.0,-0.25,5.0,3267212288.0,16305.338,810331.625
303,1965,5.0,-0.12,3.0,3337112064.0,16384.297,826715.875
304,1966,5.0,-0.12,3.0,3406416896.0,16714.65,843430.562
305,1967,5.0,0.12,5.0,3475448064.0,17168.934,860599.5
306,1968,5.0,-0.14,7.0,3546810880.0,17888.312,878487.812
307,1969,5.0,0.18,2.0,3620655360.0,18433.381,896921.188
308,1970,5.0,-0.03,5.0,3695390208.0,19497.402,916418.562
309,1971,5.0,-0.05,6.0,3770163200.0,20091.359,936509.875
310,1972,5.0,-0.03,4.0,3844800768.0,20819.232,957329.188
311,1973,5.0,0.22,1.0,3920251392.0,21533.803,978862.938
312,1974,5.0,-0.04,6.0,3995516928.0,21338.432,1000201.375
313,1975,5.0,0.16,4.0,4069437184.0,21424.682,1021626.062
314,1976,5.0,-0.21,8.0,4142505728.0,22296.721,1043922.812
315,1977,5.0,0.33,10.0,4215772416.0,22910.027,1066832.875
316,1978,5.0,0.09,9.0,4289657600.0,23300.564,1090133.375
317,1979,5.0,0.04,12.0,4365582848.0,23677.932,1113811.375
318,1980,5.0,0.35,6.0,4444007936.0,23585.891,1137397.25
319,1981,5.0,0.25,8.0,4524627456.0,23427.91,1160825.125
320,1982,5.0,0.18,10.0,4607984640.0,23293.379,1184118.5
321,1983,5.0,0.34,17.0,4691884032.0,23811.387,1207929.875
322,1984,5.0,0.33,10.0,4775836160.0,24970.838,1232900.75
323,1985,5.0,0.14,8.0,4861730816.0,25405.865,1258306.5
324,1986,5.0,0.21,14.0,4950063104.0,25744.014,1284050.625
325,1987,5.0,0.25,16.0,5040984576.0,26386.771,1310437.375
326,1988,5.0,0.44,18.0,5132294144.0,27166.314,1337603.625
327,1989,5.0,0.17,16.0,5223704064.0,27279.248,1364882.875
328,1990,5.0,0.45,26.0,5316175872.0,27634.754,1392517.75
329,1991,5.0,0.34,16.0,5406245888.0,28002.021,1420519.625
330,1992,5.0,0.31,18.0,5492686336.0,27470.73,1447990.375
331,1993,5.0,0.28,24.0,5577433600.0,27689.318,1475679.75
332,1994,5.0,0.28,19.0,5660727808.0,28265.32,1503945.0
333,1995,5.0,0.27,24.0,5743219712.0,28746.965,1532692.0
334,1996,5.0,0.27,15.0,5825145344.0,29444.461,1562136.5
335,1997,5.0,0.34,18.0,5906481152.0,31407.445,1593544.0
336,1998,5.0,0.68,27.0,5987312640.0,29699.977,1623243.875
337,1999,5.0,0.26,18.0,6067758592.0,30221.426,1653465.375
338,2000,5.0,0.35,38.0,6148898816.0,30569.545,1684035.0
339,2001,5.0,0.57,25.0,6230747136.0,30407.066,1714442.0
340,2002,5.0,0.64,33.0,6312407552.0,31458.27,1745900.25
341,2003,5.0,0.6,34.0,6393898496.0,33304.418,1779204.625
342,2004,5.0,0.37,24.0,6475751424.0,33998.957,1813203.625
343,2005,5.0,0.63,30.0,6558176256.0,34331.27,1847534.75
344,2006,5.0,0.47,34.0,6641416192.0,35666.414,1883201.375
345,2007,5.0,0.69,25.0,6725948416.0,35943.77,1919145.125
346,2008,5.0,0.49,32.0,6811597312.0,36728.855,1955874.0
347,2009,5.0,0.65,22.0,6898306048.0,36597.754,1992471.625
348,2010,5.0,0.75,31.0,6985603072.0,38202.047,2030673.75
349,2011,5.0,0.53,23.0,7073125376.0,39451.125,2070124.875
350,2012,5.0,0.78,27.0,7161697792.0,39833.223,2109958.0
351,2013,5.0,0.61,25.0,7250593280.0,39947.32,2149905.25
352,2014,5.0,0.86,19.0,7339013632.0,40495.234,2190400.75
353,2015,5.0,0.8,34.0,7426597376.0,40944.281,2231344.75
354,2016,5.0,0.95,29.0,7513474048.0,40052.039,2271397.0
355,2017,5.0,0.91,29.0,7599822336.0,40428.684,2311825.75
356,2018,5.0,0.82,35.0,7683789824.0,41007.867,2352833.5
357,2019,5.0,0.85,27.0,7764951040.0,41639.84,2394473.25
358,2020,5.0,1.01,35.0,7840952832.0,39321.844,2433795.25
359,2021,5.0,0.78,34.0,7909295104.0,41062.895,2474858.0
360,1950,6.0,-0.05,5.0,2499322112.0,11428.435,607670.188
361,1951,6.0,-0.07,0.0,2543130368.0,11978.877,619649.062
362,1952,6.0,-0.03,2.0,2590270976.0,12190.116,631839.125
363,1953,6.0,0.11,7.0,2640278784.0,12479.874,644319.0
364,1954,6.0,-0.19,1.0,2691979264.0,12793.677,657112.688
365,1955,6.0,-0.14,0.0,2746072064.0,13628.81,670741.5
366,1956,6.0,-0.16,1.0,2801002752.0,14315.245,685056.812
367,1957,6.0,0.16,1.0,2857866752.0,14768.167,699824.938
368,1958,6.0,-0.08,2.0,2916108032.0,15192.604,715017.562
369,1959,6.0,0.03,3.0,2970292224.0,15960.473,730978.0
370,1960,6.0,-0.04,2.0,3019233536.0,15955.755,746933.75
371,1961,6.0,0.11,4.0,3068370688.0,15524.516,762458.25
